File,Sub-brick,Mean_1  ,Mean_3  ,Mean_4  ,Mean_6  ,Mean_7  ,Mean_8  ,Mean_9  ,Mean_10  ,Mean_12  ,Mean_13  ,Mean_14  ,Mean_15  ,Mean_16  ,Mean_17  ,Mean_18  ,Mean_19  ,Mean_20  ,Mean_21  ,Mean_22  ,Mean_23  ,Mean_24  ,Mean_26  ,Mean_27  ,Mean_28  ,Mean_29  ,Mean_30  ,Mean_31  ,Mean_32  ,Mean_33  ,Mean_35  ,Mean_36  ,Mean_37  ,Mean_38  ,Mean_39  ,Mean_40  ,Mean_41  ,Mean_42  ,Mean_43  ,Mean_44  ,Mean_45  ,Mean_46  ,Mean_47  ,Mean_48  ,Mean_49  ,Mean_50  ,Mean_51  ,Mean_52  ,Mean_53  ,Mean_54  ,Mean_55  ,Mean_56  ,Mean_57  ,Mean_58  ,Mean_59  ,Mean_60  ,Mean_61  ,Mean_62  ,Mean_63  ,Mean_64  ,Mean_65  ,Mean_66  ,Mean_67  ,Mean_69  ,Mean_70  ,Mean_71  ,Mean_72  ,Mean_73  ,Mean_74  ,Mean_75  ,Mean_76  ,Mean_77  ,Mean_78  ,Mean_79  ,Mean_80  ,Mean_81  ,Mean_83  ,Mean_84  ,Mean_85  ,Mean_86  ,Mean_87  ,Mean_88  ,Mean_89  ,Mean_90  ,Mean_91  ,Mean_92  ,Mean_93  ,Mean_94  ,Mean_96  ,Mean_97  ,Mean_98  ,Mean_99  ,Mean_100  ,Mean_101  ,Mean_102  ,Mean_103  ,Mean_104  ,Mean_105  ,Mean_106  ,Mean_107  ,Mean_108  ,Mean_109  ,Mean_110  ,Mean_111  ,Mean_112  ,Mean_113  ,Mean_114  ,Mean_115  ,Mean_116  ,Mean_117  ,Mean_118  ,Mean_119  ,Mean_120  ,Mean_121  ,Mean_122  ,Mean_123  ,Mean_124  ,Mean_125  ,Mean_127  ,Mean_128  ,Mean_129  ,Mean_130  ,Mean_131  ,Mean_132  ,Mean_133  ,Mean_134  ,Mean_135  ,Mean_136  ,Mean_137  ,Mean_138  ,Mean_139  ,Mean_140  ,Mean_141  ,Mean_142  ,Mean_143  ,Mean_144  ,Mean_145  ,Mean_146  ,Mean_147  ,Mean_148  ,Mean_149  ,Mean_150  ,Mean_151  ,Mean_152  ,Mean_153  ,Mean_154  ,Mean_155  ,Mean_156  ,Mean_157  ,Mean_158  ,Mean_159  ,Mean_160  ,Mean_161  ,Mean_162  ,Mean_163  ,Mean_164  ,Mean_165  ,Mean_166  ,Mean_167  ,Mean_168  ,Mean_169  ,Mean_170  ,Mean_171  ,Mean_172  ,Mean_173  ,Mean_174  ,Mean_175  ,Mean_176  ,Mean_177  ,Mean_178  ,Mean_179  ,Mean_180  ,Mean_181  ,Mean_182  ,Mean_183  ,Mean_184  ,Mean_185  ,Mean_186  ,Mean_187  ,Mean_188  ,Mean_189  ,Mean_190  ,Mean_192  ,Mean_193  ,Mean_194  ,Mean_195  ,Mean_196  ,Mean_197  ,Mean_198  ,Mean_199  ,Mean_200  
sfnwmrda0010005_session_1_rest_1.nii.gz,0[?],0.152808,-0.10971,0.07421,-0.078521,0.039135,-0.048056,0.131089,0.013976,-0.103006,0.161765,-0.024264,0.027126,0.136204,-0.017915,0.063552,0.032652,-0.057814,-0.20185,0.078509,0.20497,-0.017522,0.108041,0.157803,-0.018177,0.076783,0.036586,0.091732,-0.129334,-0.079658,0.265178,-0.006633,0.057223,0.047448,-0.136544,-0.103659,0.034187,0.036092,-0.189562,-0.018026,-0.051767,-0.061965,-0.084054,-0.230041,-0.008881,-0.022636,-0.125821,0.032375,-0.071035,0.070122,-0.042962,-0.026868,0.107519,0.151487,0.022028,-0.123252,-0.099225,0.143876,-0.048824,0.090077,0.001009,-0.072816,-0.002217,0.141007,0.053673,-0.021719,0.035992,0.029874,0.207854,0.177091,0.122071,-0.00588,0.145395,0.079753,-0.188951,0.090737,-0.096435,0.084173,0.068117,0.32557,0.001998,0.011998,0.12779,0.021092,0.004832,-0.001063,0.133222,0.011806,-0.014212,0.094932,-0.011434,0.330956,-0.001229,-0.060799,0.044245,-0.375466,0.042193,-0.070666,0.100072,-0.139519,-0.280775,-0.053505,-0.002556,0.000089,0.226615,-0.06422,-0.174669,-0.156266,0.196471,-0.054366,-0.002232,0.066811,0.087497,0.265851,-0.037027,-0.133803,0.023325,0.002147,-0.021818,-0.090588,-0.068958,-0.083865,0.13515,0.06766,0.231864,0.142922,-0.115203,-0.010505,-0.038679,0.067138,0.19286,-0.024103,0.065706,0.064173,0.059277,-0.084995,-0.041817,-0.023249,-0.104165,0.161194,0.051602,0.234017,-0.039566,-0.013199,-0.356773,-0.112543,-0.047924,-0.125595,-0.051058,-0.011663,0.011944,0.097626,-0.106849,-0.036431,0.095292,-0.229192,-0.327775,-0.01837,-0.027462,0.005617,0.031028,0.134411,0.042346,-0.14358,0.048095,-0.065288,0.094724,-0.127938,-0.007065,-0.169112,-0.02302,0.142162,0.063489,0.140663,0.144202,-0.004164,-0.042535,0.004359,0.168595,-0.071773,0.028184,0.141491,0.013776,-0.092682,0.162162,0.010868,0.053029,-0.002533,-0.007269,-0.029933,0.154783
sfnwmrda0010005_session_1_rest_1.nii.gz,1[?],0.195746,-0.104177,0.13982,-0.146991,-0.033931,-0.070933,0.117185,-0.08745,-0.159821,0.17304,-0.0783,-0.005296,0.141296,-0.041183,0.06453,0.013863,0.097876,-0.094704,0.040152,0.297211,0.060435,-0.002777,0.311855,-0.112492,0.065257,0.049237,0.096576,-0.19115,-0.054211,0.439249,-0.055919,-0.061002,0.163521,-0.128718,-0.104988,0.007049,0.028244,-0.085781,0.116963,-0.092476,-0.078787,0.04221,-0.225859,-0.173713,-0.025346,-0.117439,0.189247,-0.073192,0.067668,-0.147356,0.257961,0.076009,0.263515,0.024878,-0.067234,-0.099801,0.163126,-0.053187,0.067051,-0.033352,-0.088329,-0.029947,0.090974,-0.056121,0.001095,0.030149,0.08663,0.18589,0.223937,0.081609,-0.125639,0.131545,0.084559,-0.195143,0.05084,-0.114654,0.038172,0.074249,0.431674,0.057315,-0.045439,0.201664,0.078914,-0.03663,-0.092868,0.085443,0.060549,-0.050169,0.241034,0.075472,0.370973,-0.073431,0.151099,0.042363,-0.361801,0.037846,-0.079359,0.015974,-0.133017,-0.288203,-0.133637,-0.015049,-0.145813,0.269051,-0.080851,-0.195338,-0.160286,0.397464,-0.156622,-0.050724,0.007482,0.175963,0.21176,-0.087389,-0.097562,0.098815,0.00679,-0.084509,-0.079545,-0.067732,-0.207622,0.102341,0.027782,0.456055,0.144129,-0.155789,-0.034203,0.076703,0.007013,0.198896,-0.02141,-0.016354,0.058088,0.206805,-0.180342,-0.130653,-0.132767,-0.126207,0.386787,0.083388,0.309768,-0.066372,-0.059772,-0.352373,-0.06705,-0.093632,-0.133604,-0.092771,-0.091146,-0.073994,0.193018,-0.116441,-0.104685,0.131075,-0.235088,-0.19456,0.033954,-0.144294,0.067069,0.087968,0.149181,-0.026428,-0.024011,0.062738,-0.160886,0.132642,-0.152352,-0.011955,-0.152795,0.014764,0.096599,0.075472,0.218866,0.055356,-0.015365,-0.053306,0.199358,0.179037,-0.118803,-0.008944,0.102238,0.012335,-0.153707,0.207187,0.052557,0.025764,-0.100892,0.115081,0.07196,0.146651
sfnwmrda0010005_session_1_rest_1.nii.gz,2[?],0.138492,-0.046321,0.171878,-0.167781,-0.080707,-0.076008,0.061518,-0.176197,-0.236158,0.179683,-0.134662,-0.032537,0.138531,-0.024546,0.039312,-0.009659,0.188658,0.035815,-0.017383,0.289631,0.081824,-0.077155,0.412016,-0.237547,0.018536,0.048019,0.083553,-0.241057,0.017471,0.471851,-0.094952,-0.21067,0.229229,-0.113771,-0.079331,0.007692,-0.021748,0.055752,0.220027,-0.090927,-0.073113,0.1398,-0.140127,-0.249509,-0.023169,-0.071947,0.348359,-0.124033,0.094002,-0.230987,0.428854,0.010815,0.319588,0.057666,0.006021,-0.067071,0.115579,-0.083763,-0.011353,-0.056452,-0.060921,-0.05023,0.032197,-0.168471,-0.039159,0.020742,0.132631,0.090354,0.216037,-0.001336,-0.224098,0.130095,0.049457,-0.221997,0.003022,-0.115941,-0.033037,0.058543,0.452853,0.084207,-0.078676,0.2776,0.129571,-0.037499,-0.188702,0.014338,0.075419,-0.080731,0.322698,0.128513,0.324991,-0.190874,0.29476,0.010404,-0.243289,0.025658,-0.075987,-0.093459,-0.102959,-0.209283,-0.195754,-0.027873,-0.229747,0.254349,-0.100138,-0.182584,-0.14569,0.503043,-0.214925,-0.072377,-0.056562,0.299587,0.083781,-0.135705,0.027527,0.192761,0.00829,-0.199339,-0.025418,-0.045655,-0.234509,0.037388,-0.020569,0.575385,0.122811,-0.207917,-0.032387,0.135981,-0.04398,0.151274,-0.049557,-0.101148,0.028695,0.311381,-0.240357,-0.190143,-0.253748,-0.091258,0.492672,0.042008,0.28258,-0.087123,-0.097201,-0.23948,-0.07638,-0.122607,-0.174771,-0.094702,-0.146053,-0.110845,0.213149,-0.168024,-0.16078,0.125342,-0.170083,-0.002295,0.040417,-0.224108,0.16153,0.108769,0.146812,-0.058266,0.119582,0.055812,-0.221481,0.160073,-0.175045,-0.019646,-0.137716,0.082198,0.014126,0.073441,0.199023,-0.050366,0.002644,-0.034863,0.275004,0.138198,-0.166265,-0.049699,-0.000712,-0.002477,-0.211576,0.120165,0.076006,-0.002267,-0.227559,0.199806,0.184195,0.091781
sfnwmrda0010005_session_1_rest_1.nii.gz,3[?],0.006666,0.021698,0.148246,-0.126948,-0.083439,-0.07358,-0.004464,-0.200353,-0.299483,0.245517,-0.171937,-0.043906,0.184524,0.023785,0.005603,-0.03009,0.172808,0.13277,-0.062724,0.245272,0.04278,-0.065486,0.415855,-0.31724,-0.042478,0.033508,0.044865,-0.277651,0.094881,0.405489,-0.113083,-0.320114,0.184652,-0.112613,-0.058414,0.034738,-0.092367,0.165726,0.273965,-0.053679,-0.045264,0.166436,-0.04067,-0.210595,-0.019449,-0.012255,0.399402,-0.184415,0.126225,-0.25565,0.400483,-0.049372,0.332661,0.097924,0.062729,-0.024193,0.037849,-0.13116,-0.090303,-0.058633,-0.023132,-0.06141,-0.006538,-0.226283,-0.108633,0.018852,0.187479,0.026501,0.20703,-0.077039,-0.264412,0.195936,-0.011714,-0.290618,-0.028587,-0.091396,-0.09063,0.031611,0.430794,0.091246,-0.072623,0.336513,0.143905,-0.00761,-0.230659,-0.047256,0.080425,-0.093294,0.324063,0.112734,0.244745,-0.291807,0.317934,-0.036215,-0.067488,0.013238,-0.070843,-0.164362,-0.073171,-0.10112,-0.194332,-0.042411,-0.209533,0.269085,-0.125175,-0.150293,-0.136266,0.465654,-0.211563,-0.059068,-0.093183,0.397364,-0.05462,-0.163997,0.189034,0.233775,-0.004281,-0.291375,0.015768,-0.023503,-0.167719,0.006084,-0.047102,0.493256,0.096435,-0.283381,-0.012167,0.131002,-0.06519,0.148901,-0.077431,-0.138247,-0.015088,0.277249,-0.253865,-0.204177,-0.314655,-0.034108,0.467636,-0.027949,0.173725,-0.096135,-0.107726,-0.113505,-0.131879,-0.131695,-0.216667,-0.080278,-0.150935,-0.075683,0.171207,-0.21826,-0.184693,0.082902,-0.089202,0.157819,0.027593,-0.225961,0.220608,0.059533,0.167672,-0.023236,0.229052,0.04862,-0.219588,0.181184,-0.195844,-0.031268,-0.11677,0.131682,-0.057714,0.027412,0.08533,-0.118112,0.044451,-0.008301,0.195451,0.070548,-0.178076,-0.072695,-0.118662,-0.023689,-0.217196,-0.049776,0.045126,-0.015148,-0.315703,0.156129,0.225496,0.028412
sfnwmrda0010005_session_1_rest_1.nii.gz,4[?],-0.135423,0.055751,0.088374,-0.051172,-0.057247,-0.067151,-0.053318,-0.145545,-0.323856,0.373063,-0.167896,-0.044443,0.284513,0.073127,-0.015536,-0.045441,0.085661,0.153264,-0.071846,0.238082,-0.02829,0.006783,0.339389,-0.299459,-0.08507,0.013865,-0.002997,-0.296866,0.13821,0.324381,-0.109486,-0.338369,0.059426,-0.119174,-0.065287,0.065146,-0.144088,0.17311,0.285724,-0.007235,-0.006517,0.119349,0.014678,-0.109299,-0.016763,0.024115,0.309784,-0.210463,0.144819,-0.211314,0.226455,-0.075326,0.321016,0.1276,0.076482,0.003325,-0.017013,-0.186708,-0.114594,-0.043476,-0.007991,-0.063923,-0.021866,-0.200252,-0.160498,0.028252,0.25877,0.071009,0.234732,-0.099021,-0.246953,0.31619,-0.074187,-0.386638,-0.036263,-0.049885,-0.09902,0.00795,0.415504,0.098822,-0.04275,0.35339,0.123621,0.017874,-0.197834,-0.076491,0.100375,-0.083292,0.267186,0.056567,0.187562,-0.314667,0.25358,-0.071644,0.078223,0.005483,-0.071353,-0.150943,-0.059433,-0.026581,-0.121932,-0.06065,-0.115924,0.352617,-0.149185,-0.11258,-0.115212,0.327385,-0.164669,-0.038856,-0.082851,0.416419,-0.157321,-0.163882,0.29418,0.191382,-0.02165,-0.28721,0.011061,-0.022676,-0.06448,0.041287,-0.039418,0.252501,0.075098,-0.379659,-0.003045,0.096596,-0.055978,0.242387,-0.086639,-0.110884,-0.051765,0.121229,-0.228851,-0.183442,-0.277009,0.012312,0.375015,-0.062384,0.056481,-0.089933,-0.095805,-0.060494,-0.206466,-0.11788,-0.208856,-0.075565,-0.112141,-0.002769,0.110004,-0.218595,-0.176808,0.027167,-0.045032,0.224727,0.03754,-0.161104,0.200669,-0.051385,0.220779,0.055353,0.269309,0.065826,-0.164376,0.198516,-0.206289,-0.040525,-0.089326,0.132395,-0.081518,-0.051982,-0.037023,-0.129496,0.079348,-0.007964,0.032387,0.013279,-0.140666,-0.071623,-0.191609,-0.039064,-0.157407,-0.214782,-0.034037,-0.010565,-0.313324,-0.00485,0.175974,0.006697
sfnwmrda0010005_session_1_rest_1.nii.gz,5[?],-0.225961,0.043924,0.040319,0.011985,-0.035662,-0.052181,-0.08036,-0.045799,-0.3106,0.499536,-0.116365,-0.046726,0.384689,0.089977,-0.015194,-0.058913,0.00833,0.085555,-0.049295,0.293759,-0.093229,0.065029,0.249523,-0.201677,-0.088375,-0.0018,-0.027047,-0.294926,0.132518,0.287826,-0.095241,-0.271634,-0.049305,-0.108678,-0.093137,0.077448,-0.145737,0.043632,0.275693,0.019901,0.025468,0.037778,0.017735,-0.026403,-0.015027,0.011421,0.159565,-0.18705,0.152031,-0.123405,0.051646,-0.067829,0.290235,0.148184,0.049097,0.006531,-0.018879,-0.251681,-0.074786,-0.025634,-0.023326,-0.059889,-0.034765,-0.106777,-0.171188,0.042312,0.329625,0.206468,0.291583,-0.059542,-0.208002,0.416738,-0.119434,-0.474353,-0.032171,-0.013826,-0.051198,-0.005485,0.43011,0.119389,-0.0198,0.313681,0.110285,0.009744,-0.122482,-0.074255,0.137766,-0.0582,0.190019,0.032354,0.180223,-0.242993,0.187681,-0.077342,0.121722,0.001085,-0.077865,-0.056375,-0.060651,-0.008505,-0.023104,-0.086326,-0.028691,0.45808,-0.16143,-0.075598,-0.03399,0.195076,-0.115259,-0.055394,-0.034537,0.354658,-0.217457,-0.143819,0.284043,0.10677,-0.018712,-0.179896,-0.022841,-0.047678,0.008776,0.107771,-0.013275,0.015219,0.057288,-0.479827,-0.028948,0.076517,-0.034721,0.389605,-0.088988,-0.051283,-0.061427,-0.033561,-0.181878,-0.152461,-0.167506,0.036382,0.297987,-0.021484,0.014465,-0.069937,-0.085695,-0.089839,-0.281893,-0.080105,-0.130925,-0.084281,-0.060738,0.04679,0.067753,-0.157225,-0.152052,-0.017979,-0.048019,0.199897,0.086341,-0.088675,0.117443,-0.1727,0.276209,0.113347,0.246729,0.112121,-0.095635,0.211738,-0.200034,-0.038352,-0.069878,0.097991,-0.054679,-0.114755,-0.056953,-0.112711,0.073911,-0.054438,-0.095051,-0.009135,-0.078293,-0.060035,-0.190904,-0.040364,-0.073076,-0.317376,-0.114629,-0.000376,-0.222687,-0.176411,0.094831,0.055048
sfnwmrda0010005_session_1_rest_1.nii.gz,6[?],-0.24007,0.013554,0.043723,0.030259,-0.041142,-0.029182,-0.10049,0.039018,-0.283918,0.554407,-0.040786,-0.057112,0.419978,0.059813,-0.001574,-0.073307,0.001298,-0.045931,-0.028009,0.377662,-0.126881,0.051962,0.214455,-0.097088,-0.059088,-0.010282,-0.005242,-0.27564,0.091157,0.299453,-0.089723,-0.176601,-0.057621,-0.06533,-0.110248,0.072558,-0.095052,-0.189208,0.263193,0.014025,0.035234,-0.020562,0.001956,-0.00842,-0.012261,-0.042801,0.077098,-0.131488,0.162915,-0.037721,-0.004996,-0.052393,0.238988,0.173135,0.012684,-0.002486,0.019487,-0.329427,-0.014807,-0.020643,-0.050148,-0.054076,-0.068857,0.002244,-0.151696,0.050229,0.369787,0.337337,0.338095,0.003949,-0.191842,0.427146,-0.144544,-0.525838,-0.035986,-0.001028,0.0246,-0.013016,0.464278,0.147769,-0.023012,0.229687,0.155001,-0.030217,-0.063247,-0.059517,0.174096,-0.03392,0.122636,0.091902,0.209355,-0.119055,0.187042,-0.05454,0.055851,-0.005382,-0.086503,0.067806,-0.06378,-0.020474,0.033347,-0.12394,-0.016815,0.496324,-0.156301,-0.039333,0.135836,0.164503,-0.099001,-0.127376,0.016511,0.263392,-0.25246,-0.124054,0.186989,0.058465,0.023192,-0.041392,-0.041405,-0.080832,0.020369,0.130514,0.000545,-0.060033,0.036734,-0.561141,-0.080239,0.087519,-0.024226,0.494322,-0.111126,-0.017069,-0.041587,-0.061825,-0.129523,-0.128932,-0.057943,0.042904,0.281537,0.088508,0.090752,-0.044819,-0.102076,-0.135817,-0.354066,-0.025281,-0.018527,-0.088209,-0.027896,0.03702,0.055573,-0.069693,-0.125717,-0.044343,-0.065296,0.133137,0.148615,-0.073384,0.027403,-0.242725,0.295775,0.095624,0.197536,0.167135,-0.055737,0.22075,-0.18258,-0.02163,-0.076474,0.074087,-0.006867,-0.113613,0.076137,-0.11391,0.018752,-0.134467,-0.113497,-0.000085,-0.036175,-0.059406,-0.13807,-0.029604,-0.029167,-0.363541,-0.145865,0.00012,-0.101216,-0.24545,0.065272,0.160871
sfnwmrda0010005_session_1_rest_1.nii.gz,7[?],-0.196525,0.007314,0.100369,0.007986,-0.066016,-0.014729,-0.128141,0.062431,-0.266231,0.525575,0.009976,-0.070406,0.374737,-0.003515,0.008986,-0.086611,0.059221,-0.190066,-0.04425,0.434778,-0.126937,-0.025369,0.252724,-0.051995,-0.025783,-0.015452,0.051552,-0.253933,0.040588,0.326169,-0.110132,-0.116868,0.038426,-0.001885,-0.088091,0.071835,-0.020025,-0.427679,0.25714,-0.01802,0.016911,-0.014826,0.002678,-0.042054,-0.00699,-0.101448,0.130986,-0.069898,0.18099,0.005579,0.060633,-0.054044,0.176984,0.20749,0.00606,-0.003431,0.056668,-0.409555,0.007084,-0.033825,-0.063856,-0.054279,-0.127757,0.069941,-0.130423,0.047026,0.362088,0.373729,0.343634,0.038591,-0.216862,0.347435,-0.157573,-0.539557,-0.057818,-0.009962,0.083203,-0.023788,0.495497,0.167328,-0.04536,0.140583,0.27331,-0.071723,-0.059677,-0.050359,0.19129,-0.02494,0.077608,0.212434,0.241301,-0.014373,0.248086,-0.022258,-0.057028,-0.017659,-0.094587,0.153092,-0.057521,-0.020066,0.005113,-0.173478,-0.089865,0.42243,-0.137815,-0.006859,0.357339,0.25453,-0.122961,-0.222568,0.029106,0.209033,-0.275098,-0.122199,0.099102,0.093399,0.095062,0.031597,-0.017696,-0.09584,-0.014735,0.064672,-0.017508,0.059251,0.011634,-0.60605,-0.11599,0.111331,-0.034562,0.490851,-0.16263,-0.046384,-0.011284,0.055205,-0.087477,-0.114725,-0.008926,0.036455,0.313267,0.224894,0.261574,-0.028824,-0.150238,-0.124582,-0.41641,0.029471,0.057822,-0.071184,-0.02307,-0.015667,0.059151,-0.00806,-0.105134,-0.061336,-0.056405,0.078434,0.182403,-0.135761,-0.024755,-0.232362,0.274173,0.003425,0.15776,0.203598,-0.061163,0.228482,-0.170021,0.00234,-0.109681,0.095675,0.02577,-0.049116,0.305516,-0.156318,-0.063532,-0.206623,-0.045135,0.014836,-0.044161,-0.080486,-0.085464,-0.016935,-0.059788,-0.395952,-0.11485,-0.015156,-0.02252,-0.186158,0.118733,0.27885
sfnwmrda0010005_session_1_rest_1.nii.gz,8[?],-0.136505,0.049786,0.176324,-0.02443,-0.081181,-0.034,-0.159854,0.01932,-0.256183,0.470476,-0.011534,-0.076672,0.299276,-0.066679,0.006965,-0.09337,0.123821,-0.2913,-0.105906,0.440887,-0.108466,-0.106772,0.323014,-0.069561,-0.015866,-0.02291,0.104233,-0.248631,0.001294,0.33591,-0.158614,-0.117549,0.167309,0.048486,-0.028218,0.094894,0.03881,-0.558526,0.255139,-0.055801,-0.023343,0.054801,0.025425,-0.077195,0.000054,-0.126581,0.273253,-0.012164,0.185805,-0.008233,0.148053,-0.074618,0.129703,0.236213,0.041221,0.013892,0.05816,-0.46298,-0.028815,-0.056504,-0.057588,-0.069256,-0.190724,0.065897,-0.126753,0.038421,0.31966,0.30811,0.314455,0.019254,-0.261484,0.25441,-0.164864,-0.53389,-0.090156,-0.023106,0.093207,-0.041727,0.51217,0.163332,-0.062213,0.089079,0.425615,-0.08176,-0.105265,-0.04871,0.189652,-0.034701,0.054144,0.305709,0.250343,0.021126,0.308349,-0.002797,-0.131778,-0.033386,-0.101909,0.155309,-0.043659,0.007955,-0.089773,-0.223427,-0.196093,0.283691,-0.115781,0.008935,0.538365,0.401712,-0.164111,-0.272735,-0.018005,0.224259,-0.280317,-0.140377,0.102297,0.184812,0.159186,-0.005235,0.03326,-0.081105,-0.057845,-0.055575,-0.058157,0.260964,-0.013033,-0.607958,-0.099956,0.118141,-0.056607,0.396674,-0.219376,-0.127629,0.001731,0.215555,-0.071512,-0.104163,-0.024541,0.015066,0.3474,0.336515,0.451044,-0.033705,-0.211524,-0.044774,-0.445528,0.063692,0.046809,-0.042129,-0.031447,-0.062504,0.056441,0.004995,-0.091951,-0.08327,-0.01212,0.056195,0.170432,-0.233959,-0.042484,-0.164377,0.249976,-0.102072,0.139089,0.210365,-0.094798,0.238001,-0.175642,0.020657,-0.14419,0.151313,0.028002,0.026151,0.502149,-0.222016,-0.135408,-0.230569,0.02333,0.009054,-0.090548,-0.113638,-0.075053,-0.011733,-0.135372,-0.438256,-0.05698,-0.038805,-0.026567,-0.075321,0.208695,0.358514
sfnwmrda0010005_session_1_rest_1.nii.gz,9[?],-0.092696,0.131328,0.232043,-0.040549,-0.065783,-0.097293,-0.175854,-0.055509,-0.229629,0.457713,-0.115653,-0.07109,0.263614,-0.097972,-0.002064,-0.090425,0.140919,-0.316117,-0.180876,0.417297,-0.089545,-0.133054,0.362041,-0.090249,-0.034015,-0.033363,0.113863,-0.266755,-0.021762,0.315634,-0.21645,-0.152471,0.249128,0.06106,0.036633,0.139507,0.052773,-0.523032,0.249123,-0.079159,-0.070348,0.150312,0.048184,-0.069138,0.006486,-0.109527,0.38355,0.051053,0.147334,-0.064962,0.147261,-0.092094,0.119274,0.233541,0.08863,0.041774,0.02373,-0.457501,-0.083453,-0.07271,-0.046854,-0.104756,-0.229365,0.000458,-0.137526,0.036019,0.275547,0.21614,0.282469,-0.030239,-0.281349,0.236656,-0.162782,-0.523721,-0.114129,-0.025199,0.057685,-0.061284,0.514495,0.131107,-0.053839,0.087956,0.543189,-0.049733,-0.157332,-0.041693,0.184195,-0.053143,0.044949,0.291054,0.231289,-0.007456,0.307948,-0.005947,-0.122906,-0.045093,-0.106337,0.079501,-0.037055,0.039721,-0.184785,-0.249312,-0.264488,0.181615,-0.09742,-0.00942,0.597046,0.514338,-0.18994,-0.223342,-0.111275,0.285091,-0.256639,-0.164248,0.190119,0.254432,0.170884,-0.108879,0.072706,-0.052796,-0.080913,-0.137486,-0.089655,0.38821,-0.031181,-0.568768,-0.039108,0.097931,-0.071592,0.286142,-0.23934,-0.208825,-0.017911,0.291205,-0.091859,-0.096985,-0.055518,-0.0187,0.342648,0.389863,0.575755,-0.057793,-0.256252,0.043257,-0.411141,0.065612,-0.039911,-0.033099,-0.030348,-0.069057,0.034695,-0.003228,-0.087423,-0.113594,0.038814,0.048779,0.137661,-0.293455,-0.064556,-0.09205,0.271121,-0.146049,0.128117,0.196917,-0.123328,0.244729,-0.194785,0.025387,-0.14454,0.186656,0.013592,0.052616,0.55782,-0.26982,-0.170939,-0.196986,0.021215,-0.024591,-0.128284,-0.136317,-0.108488,-0.014424,-0.182503,-0.465933,-0.025129,-0.056894,-0.095605,-0.016353,0.257645,0.370291
