File,Sub-brick,Mean_1  ,Mean_3  ,Mean_4  ,Mean_6  ,Mean_7  ,Mean_8  ,Mean_9  ,Mean_10  ,Mean_12  ,Mean_13  ,Mean_14  ,Mean_15  ,Mean_16  ,Mean_17  ,Mean_18  ,Mean_19  ,Mean_20  ,Mean_21  ,Mean_22  ,Mean_23  ,Mean_24  ,Mean_26  ,Mean_27  ,Mean_28  ,Mean_29  ,Mean_30  ,Mean_31  ,Mean_32  ,Mean_33  ,Mean_35  ,Mean_36  ,Mean_37  ,Mean_38  ,Mean_39  ,Mean_40  ,Mean_41  ,Mean_42  ,Mean_43  ,Mean_44  ,Mean_45  ,Mean_46  ,Mean_47  ,Mean_48  ,Mean_49  ,Mean_50  ,Mean_51  ,Mean_52  ,Mean_53  ,Mean_54  ,Mean_55  ,Mean_56  ,Mean_57  ,Mean_58  ,Mean_59  ,Mean_60  ,Mean_61  ,Mean_62  ,Mean_63  ,Mean_64  ,Mean_65  ,Mean_66  ,Mean_67  ,Mean_69  ,Mean_70  ,Mean_71  ,Mean_72  ,Mean_73  ,Mean_74  ,Mean_75  ,Mean_76  ,Mean_77  ,Mean_78  ,Mean_79  ,Mean_80  ,Mean_81  ,Mean_83  ,Mean_84  ,Mean_85  ,Mean_86  ,Mean_87  ,Mean_88  ,Mean_89  ,Mean_90  ,Mean_91  ,Mean_92  ,Mean_93  ,Mean_94  ,Mean_96  ,Mean_97  ,Mean_98  ,Mean_99  ,Mean_100  ,Mean_101  ,Mean_102  ,Mean_103  ,Mean_104  ,Mean_105  ,Mean_106  ,Mean_107  ,Mean_108  ,Mean_109  ,Mean_110  ,Mean_111  ,Mean_112  ,Mean_113  ,Mean_114  ,Mean_115  ,Mean_116  ,Mean_117  ,Mean_118  ,Mean_119  ,Mean_120  ,Mean_121  ,Mean_122  ,Mean_123  ,Mean_124  ,Mean_125  ,Mean_127  ,Mean_128  ,Mean_129  ,Mean_130  ,Mean_131  ,Mean_132  ,Mean_133  ,Mean_134  ,Mean_135  ,Mean_136  ,Mean_137  ,Mean_138  ,Mean_139  ,Mean_140  ,Mean_141  ,Mean_142  ,Mean_143  ,Mean_144  ,Mean_145  ,Mean_146  ,Mean_147  ,Mean_148  ,Mean_149  ,Mean_150  ,Mean_151  ,Mean_152  ,Mean_153  ,Mean_154  ,Mean_155  ,Mean_156  ,Mean_157  ,Mean_158  ,Mean_159  ,Mean_160  ,Mean_161  ,Mean_162  ,Mean_163  ,Mean_164  ,Mean_165  ,Mean_166  ,Mean_167  ,Mean_168  ,Mean_169  ,Mean_170  ,Mean_171  ,Mean_172  ,Mean_173  ,Mean_174  ,Mean_175  ,Mean_176  ,Mean_177  ,Mean_178  ,Mean_179  ,Mean_180  ,Mean_181  ,Mean_182  ,Mean_183  ,Mean_184  ,Mean_185  ,Mean_186  ,Mean_187  ,Mean_188  ,Mean_189  ,Mean_190  ,Mean_192  ,Mean_193  ,Mean_194  ,Mean_195  ,Mean_196  ,Mean_197  ,Mean_198  ,Mean_199  ,Mean_200  
sfnwmrda1023964_session_1_rest_1.nii.gz,0[?],-0.013877,-0.068838,0.014917,0.160918,0.006912,-0.039556,0.063536,0.023601,-0.012501,-0.036905,0.115683,-0.171802,-0.201425,0.01634,-0.051125,0.178867,0.035777,-0.022993,-0.018372,0.019738,-0.028725,-0.157212,-0.092952,0.1419,-0.050565,-0.048046,0.029541,0.116863,-0.00012,0.100536,-0.089675,0.123703,-0.21288,-0.004391,-0.058401,-0.049448,-0.067195,0.071558,-0.038918,-0.041993,0.131488,-0.033825,-0.21911,0.007165,-0.044031,-0.006274,-0.193213,0.013696,-0.032318,0.039927,-0.240856,0.036682,0.007684,0.21098,-0.039988,0.083007,-0.041165,0.012675,-0.049971,-0.022267,-0.016579,0.108641,0.06196,0.000925,-0.071526,-0.03136,-0.168776,0.002652,-0.20091,-0.012261,-0.019383,-0.071069,0.085519,-0.069105,-0.116849,-0.048704,0.018642,0.056634,-0.079338,0.021194,-0.086401,0.232107,-0.184817,-0.061664,0.145952,0.035225,0.131382,-0.152138,-0.114072,-0.113868,-0.389699,-0.138872,-0.08232,-0.017317,-0.07391,-0.132519,0.003698,0.043937,0.000907,0.020998,0.050145,-0.01329,-0.18357,-0.02605,0.038875,0.12641,-0.026189,-0.120376,0.109455,0.077509,0.075971,0.146644,-0.052504,-0.151117,0.025521,0.120607,0.088272,-0.207602,0.030523,0.062522,0.101506,-0.001449,-0.003814,-0.32665,-0.066349,0.088585,0.152802,-0.009998,0.094989,-0.077804,0.040493,-0.006963,0.037433,-0.064716,0.098842,0.10869,0.165393,0.136974,-0.041549,0.022826,-0.014843,0.007637,-0.003348,-0.077963,-0.10132,0.300731,-0.164073,0.325175,0.012051,0.063355,0.186422,-0.002588,-0.082235,0.037488,-0.022717,-0.03291,-0.065454,-0.031049,0.095863,0.047469,-0.031713,-0.020985,-0.010742,0.032278,0.146995,-0.096759,-0.020253,0.060128,0.014203,0.023395,-0.13223,-0.020328,-0.166069,0.154584,0.113263,-0.034943,0.035996,-0.016704,-0.10935,-0.005858,0.168564,0.000172,-0.012583,0.006761,0.094856,-0.065254,-0.203517,-0.193089,-0.055242,0.188612
sfnwmrda1023964_session_1_rest_1.nii.gz,1[?],-0.018337,-0.059261,0.077423,0.09231,0.040689,-0.012353,0.05414,0.028208,-0.173669,0.027572,0.10464,-0.199268,-0.24847,0.033795,-0.061961,0.230645,-0.015564,-0.076713,-0.021218,-0.014893,-0.014414,-0.174974,-0.050293,0.076523,-0.045776,-0.07116,0.026154,0.152314,0.022313,0.155304,-0.131314,0.106609,-0.245866,0.086126,-0.154912,0.052986,-0.030876,-0.051626,0.006754,-0.003774,0.145817,-0.041788,-0.172373,-0.089406,-0.025441,0.039816,-0.21981,0.010838,-0.037678,0.043903,-0.234416,0.030656,-0.019378,0.37305,-0.026554,0.088899,-0.042961,-0.151275,-0.080336,-0.03514,0.046594,0.079017,0.113372,-0.054662,-0.076316,-0.047278,-0.123264,0.041059,-0.252164,-0.026446,-0.029508,-0.07238,0.098305,-0.236224,-0.136304,-0.064562,0.030912,0.035946,-0.085544,0.073343,-0.081396,0.30983,-0.258385,-0.072401,0.064311,0.107638,0.185417,-0.181186,-0.122287,-0.077271,-0.475591,-0.209122,-0.023281,-0.016124,-0.097391,-0.166509,0.03916,0.035827,-0.02061,-0.03467,0.087859,-0.041054,-0.283883,-0.010968,0.016882,0.182928,0.020658,-0.171777,0.154472,0.054239,0.075677,0.233184,-0.084133,-0.155072,0.067459,0.218228,0.076024,-0.245884,0.042876,0.038218,0.101222,-0.013977,-0.026577,-0.463984,-0.091937,-0.064635,0.221924,0.043223,0.126054,-0.091065,-0.013109,0.008378,0.097362,-0.071098,0.154084,0.115172,0.098909,0.1469,-0.001745,0.085216,0.039479,0.026485,-0.062633,-0.143982,-0.249964,0.47905,-0.135927,0.474695,-0.005951,0.062228,0.25996,-0.008443,-0.138041,0.027798,-0.030757,-0.049408,-0.015584,-0.046289,0.194176,0.066564,-0.076809,0.030894,0.05541,0.052818,0.125129,-0.045852,-0.009519,0.154688,-0.028681,0.127717,-0.151499,0.073759,-0.218194,0.189719,0.063693,0.001901,0.05423,0.004919,-0.12552,-0.006578,0.211496,0.00788,-0.011692,-0.062786,0.179814,-0.089003,-0.215512,-0.336067,-0.059854,0.284007
sfnwmrda1023964_session_1_rest_1.nii.gz,2[?],-0.033833,-0.008554,0.132581,-0.045066,0.031316,0.017638,0.021975,0.021144,-0.302469,0.106484,0.056572,-0.175868,-0.242475,0.03941,-0.056402,0.222389,-0.100261,-0.128838,-0.041255,-0.040779,-0.002719,-0.155609,0.044865,0.003623,-0.007889,-0.074112,0.012562,0.120251,0.076043,0.134051,-0.163885,0.083009,-0.211403,0.11576,-0.154704,0.174113,0.015623,-0.161541,0.039212,0.019179,0.10647,-0.040326,-0.083497,-0.210942,-0.012856,0.085817,-0.20049,0.021932,-0.019981,0.08044,-0.160435,0.004201,-0.056905,0.415348,-0.026983,0.059415,-0.0366,-0.284626,-0.074414,-0.04292,0.099483,0.042028,0.112004,-0.144847,-0.065999,-0.059117,-0.014309,0.087951,-0.242128,0.00283,-0.047537,-0.064825,0.084608,-0.348382,-0.09912,-0.051994,0.116709,-0.028328,-0.057771,0.124138,-0.082557,0.299946,-0.326022,-0.079842,-0.083781,0.199557,0.175476,-0.127558,-0.090516,-0.04859,-0.464441,-0.218714,0.026568,-0.018755,-0.091807,-0.166279,0.063908,-0.006102,-0.017702,-0.084823,0.07731,-0.094993,-0.327654,-0.019612,-0.022637,0.193413,0.085378,-0.15874,0.150152,-0.012869,0.091992,0.267265,-0.087991,-0.147928,0.088526,0.267201,0.042613,-0.209298,0.036476,-0.020013,0.061385,0.033728,-0.043703,-0.504782,-0.074582,-0.237806,0.210497,0.088502,0.08591,-0.098034,-0.085025,0.014268,0.173081,-0.081437,0.149549,0.085384,0.003028,0.086949,0.004057,0.150304,0.105355,0.031137,-0.100231,-0.176261,-0.341919,0.516585,-0.073082,0.506983,-0.012135,0.039843,0.244232,-0.00262,-0.199495,-0.02505,-0.028956,-0.071681,0.060056,-0.056277,0.235471,0.044462,-0.116847,0.104494,0.136546,0.073206,0.041223,0.041028,-0.012336,0.208969,-0.043353,0.201222,-0.098696,0.157594,-0.196774,0.160882,-0.007477,0.003763,0.06484,0.019345,-0.117109,-0.011796,0.225315,0.005038,0.005752,-0.127172,0.185889,-0.082941,-0.205765,-0.423053,-0.066388,0.271889
sfnwmrda1023964_session_1_rest_1.nii.gz,3[?],-0.064782,0.055043,0.148339,-0.168852,-0.019983,0.035098,-0.007239,0.0018,-0.31756,0.156004,-0.013176,-0.121667,-0.190021,0.01637,-0.039455,0.154764,-0.180235,-0.143443,-0.066976,-0.036933,0.004502,-0.119131,0.149634,-0.023051,0.04389,-0.05438,0.001734,0.037086,0.132592,0.046251,-0.172133,0.078109,-0.142861,0.072523,-0.059401,0.231918,0.033717,-0.184631,0.043591,0.012853,0.017954,-0.024199,-0.000757,-0.301934,-0.021462,0.112723,-0.163079,0.048725,0.016985,0.148472,-0.045676,-0.031172,-0.081046,0.310455,-0.047403,0.008065,-0.025695,-0.30521,-0.018954,-0.04516,0.107331,0.02425,0.058959,-0.248971,-0.038755,-0.06125,0.092041,0.122401,-0.16576,0.058644,-0.066023,-0.053622,0.054051,-0.343298,-0.026025,-0.013387,0.239764,-0.092829,-0.001041,0.149934,-0.101312,0.206166,-0.370882,-0.090041,-0.193966,0.267086,0.108346,0.007558,-0.031761,-0.051626,-0.369746,-0.1674,0.051662,-0.026919,-0.059224,-0.127676,0.061011,-0.071196,0.001578,-0.099141,0.015347,-0.151829,-0.309556,-0.052502,-0.05964,0.16935,0.138879,-0.088586,0.096594,-0.077345,0.131603,0.217532,-0.044269,-0.147537,0.077768,0.243678,0.00168,-0.116752,0.014357,-0.058024,0.000913,0.141541,-0.038446,-0.421066,-0.019311,-0.315368,0.118405,0.108471,0.00086,-0.090254,-0.133529,0.027194,0.227024,-0.102301,0.084789,0.043144,-0.060508,0.000953,-0.044013,0.177064,0.15443,0.020153,-0.083153,-0.152548,-0.320937,0.402192,-0.029782,0.411629,-0.000124,0.011034,0.151983,0.016656,-0.245619,-0.083712,-0.01682,-0.091917,0.109128,-0.058962,0.200042,-0.003479,-0.131483,0.168973,0.1908,0.091567,-0.072703,0.136021,-0.028713,0.182729,-0.013987,0.215586,0.017747,0.180396,-0.111849,0.084426,-0.062737,-0.045033,0.084081,0.030929,-0.093789,-0.015497,0.218971,-0.012572,0.035601,-0.141504,0.089786,-0.04256,-0.194598,-0.400014,-0.081415,0.162112
sfnwmrda1023964_session_1_rest_1.nii.gz,4[?],-0.099899,0.090766,0.112032,-0.191991,-0.068503,0.031997,-0.007021,-0.02582,-0.19775,0.137671,-0.088174,-0.074369,-0.124259,-0.045974,-0.021201,0.064154,-0.207331,-0.096488,-0.07977,0.002568,0.012709,-0.100383,0.206562,0.02485,0.078118,-0.024285,0.001908,-0.040356,0.154321,-0.038919,-0.157706,0.111904,-0.0892,-0.009689,0.049542,0.177,0.008186,-0.095809,0.032475,-0.008813,-0.08509,0.009164,0.033458,-0.328304,-0.048018,0.121581,-0.158597,0.089651,0.048986,0.227186,0.076406,-0.056947,-0.06466,0.125206,-0.069573,-0.032622,-0.009487,-0.193672,0.075632,-0.045763,0.064511,0.032392,-0.006458,-0.341198,0.006911,-0.053613,0.130137,0.129774,-0.05727,0.097784,-0.074432,-0.04444,0.028437,-0.237829,0.03709,0.034331,0.319221,-0.118775,0.058085,0.144074,-0.139251,0.082288,-0.387258,-0.10699,-0.165775,0.268316,0.034087,0.176977,0.031014,-0.073165,-0.25347,-0.094624,0.062742,-0.034939,-0.011094,-0.068351,0.037654,-0.129185,0.011266,-0.064334,-0.067987,-0.18997,-0.268912,-0.092415,-0.072292,0.143778,0.156105,-0.012003,0.025965,-0.097114,0.181579,0.089429,0.034589,-0.159351,0.054528,0.154226,-0.031229,-0.021439,-0.01682,-0.026261,-0.060132,0.268357,-0.00748,-0.259502,0.041482,-0.237647,0.005626,0.10841,-0.068225,-0.065343,-0.124072,0.069819,0.220871,-0.140789,-0.000859,0.020334,-0.046675,-0.063103,-0.12569,0.148699,0.168417,0.004037,-0.01596,-0.080559,-0.19079,0.216036,-0.045949,0.243347,0.024752,-0.013328,0.044031,0.050559,-0.252338,-0.097786,0.001545,-0.089031,0.09166,-0.063086,0.095169,-0.043073,-0.112481,0.198929,0.18833,0.107385,-0.166746,0.21034,-0.044699,0.080567,0.049107,0.179456,0.15176,0.117854,-0.009956,0.009442,-0.076733,-0.111922,0.119719,0.056193,-0.070911,-0.01093,0.20425,-0.037477,0.070112,-0.082144,-0.07869,0.01745,-0.197453,-0.285297,-0.106521,0.03365
sfnwmrda1023964_session_1_rest_1.nii.gz,5[?],-0.115069,0.069775,0.036999,-0.081786,-0.061069,0.01026,0.031643,-0.055422,0.002191,0.045401,-0.149653,-0.064685,-0.083986,-0.139498,-0.009551,0.00713,-0.15535,0.008626,-0.071247,0.063061,0.02744,-0.1225,0.181439,0.132309,0.072657,-0.00132,0.004945,-0.053408,0.12207,-0.046832,-0.138848,0.190661,-0.074724,-0.076982,0.07606,0.029871,-0.038489,0.066196,0.03061,-0.017582,-0.155778,0.05769,0.012057,-0.300366,-0.073157,0.133573,-0.222239,0.141561,0.042142,0.292862,0.180659,-0.057558,0.002176,-0.025285,-0.065081,-0.032345,0.013871,-0.005065,0.180694,-0.048016,-0.000453,0.047487,-0.035742,-0.40648,0.068109,-0.042241,0.081195,0.110759,0.025738,0.086863,-0.064467,-0.042014,0.027717,-0.116567,0.052616,0.071859,0.288163,-0.104451,0.084972,0.118606,-0.18622,0.000962,-0.386395,-0.127267,0.026338,0.192941,0.008607,0.312317,0.079335,-0.070965,-0.186334,-0.046777,0.081995,-0.032954,0.041388,-0.020772,0.018988,-0.151794,-0.009427,0.008552,-0.129827,-0.205804,-0.256487,-0.119871,-0.052607,0.140828,0.132706,0.01202,-0.018263,-0.067371,0.219306,-0.073259,0.106494,-0.174206,0.055,0.029438,-0.046599,0.027892,-0.049675,0.074941,-0.114246,0.35958,0.035484,-0.113631,0.0699,-0.041634,-0.044192,0.106396,-0.072109,-0.035402,-0.050931,0.152621,0.141273,-0.196231,-0.054452,0.035568,0.047259,-0.091709,-0.197919,0.086964,0.151847,-0.001836,0.066171,0.007383,-0.015427,0.071453,-0.115734,0.083598,0.053256,-0.030313,-0.017814,0.098616,-0.209926,-0.040497,0.019147,-0.043023,0.011123,-0.077974,-0.052184,-0.045027,-0.069669,0.197911,0.133341,0.118227,-0.201506,0.245018,-0.043531,-0.047079,0.114104,0.124261,0.246713,-0.008509,0.054889,-0.012942,-0.048718,-0.137189,0.158914,0.10814,-0.058283,0.004924,0.187762,-0.054539,0.10094,0.03538,-0.252238,0.072569,-0.216407,-0.159315,-0.137761,-0.021752
sfnwmrda1023964_session_1_rest_1.nii.gz,6[?],-0.089488,-0.006006,-0.048611,0.114766,0.015732,-0.020823,0.093644,-0.08045,0.185408,-0.083302,-0.174576,-0.096045,-0.089237,-0.232672,-0.005496,0.024895,-0.039917,0.140568,-0.052135,0.115853,0.047066,-0.174989,0.088451,0.249571,0.029729,0.004438,-0.009765,0.01544,0.048736,0.039329,-0.133765,0.300196,-0.080705,-0.091838,-0.013033,-0.130165,-0.064587,0.225234,0.049378,0.001778,-0.164833,0.113707,-0.034848,-0.260498,-0.076961,0.171734,-0.337734,0.198129,-0.023951,0.333398,0.25322,-0.030855,0.099549,-0.056263,-0.021545,0.014222,0.040556,0.167518,0.262963,-0.050339,-0.045438,0.038868,-0.007855,-0.443571,0.132746,-0.034813,-0.014825,0.079584,0.036987,0.032251,-0.034248,-0.048744,0.056226,-0.068841,0.018978,0.089518,0.147091,-0.084785,0.060195,0.091218,-0.224143,0.008875,-0.388197,-0.140251,0.307728,0.072226,0.049589,0.362807,0.107141,-0.008492,-0.201568,-0.041694,0.119474,-0.014937,0.093294,-0.013263,0.026914,-0.135198,-0.053914,0.091888,-0.142293,-0.211499,-0.28971,-0.127037,-0.014628,0.153054,0.087557,-0.03753,-0.011287,-0.021735,0.228726,-0.204691,0.129436,-0.178031,0.102144,-0.088968,-0.045871,0.019177,-0.076542,0.186536,-0.163792,0.382078,0.068818,-0.061095,0.049687,0.165278,0.018159,0.113694,-0.008533,-0.022983,0.059028,0.259008,0.012726,-0.255095,-0.045093,0.082216,0.182149,-0.109973,-0.228188,0.035595,0.12913,0.012187,0.126479,0.07483,0.119104,0.039929,-0.190978,-0.007554,0.079313,-0.037823,-0.016093,0.153745,-0.135937,0.070214,0.030876,0.046707,-0.086726,-0.101063,-0.201912,-0.00333,-0.025815,0.196563,0.064057,0.117042,-0.170214,0.23357,-0.019585,-0.13447,0.145612,0.077002,0.268717,-0.139509,0.053413,0.035373,0.001363,-0.082573,0.17639,0.180436,-0.054663,0.030142,0.169017,-0.051376,0.118421,0.163227,-0.360955,0.103113,-0.239499,-0.106391,-0.167156,0.033488
sfnwmrda1023964_session_1_rest_1.nii.gz,7[?],-0.023027,-0.102701,-0.120385,0.297229,0.115824,-0.049489,0.148711,-0.095029,0.273853,-0.183401,-0.144716,-0.141928,-0.128589,-0.28231,-0.004476,0.109688,0.089691,0.25487,-0.044395,0.133077,0.063054,-0.215447,-0.017974,0.320702,-0.026444,-0.004108,-0.056497,0.126221,-0.030848,0.159684,-0.141935,0.403862,-0.064486,-0.053836,-0.161344,-0.217547,-0.045489,0.315851,0.074799,0.035375,-0.12013,0.164499,-0.065844,-0.244311,-0.05451,0.236524,-0.435492,0.246822,-0.135925,0.346967,0.286592,0.008364,0.184409,0.031493,0.042289,0.080924,0.058057,0.250856,0.298124,-0.047004,-0.045336,-0.012125,0.054619,-0.453544,0.180352,-0.034536,-0.090694,0.052812,-0.026434,-0.022592,0.010405,-0.062305,0.098903,-0.120381,-0.029123,0.089747,-0.031409,-0.097208,-0.004239,0.069541,-0.233338,0.096064,-0.401532,-0.134276,0.543047,-0.039714,0.121456,0.321355,0.117399,0.11012,-0.272838,-0.058728,0.161695,0.014801,0.143177,-0.049935,0.061153,-0.103886,-0.087404,0.157668,-0.107584,-0.217047,-0.333388,-0.118022,0.013117,0.145907,0.048131,-0.122486,0.035246,-0.001097,0.208057,-0.246155,0.095945,-0.163273,0.181867,-0.161706,-0.039345,-0.020114,-0.0898,0.230044,-0.207353,0.340008,0.078003,-0.109706,-0.002145,0.277787,0.168546,0.124169,0.078496,-0.043759,0.162208,0.345635,-0.113268,-0.294469,0.015288,0.132399,0.300336,-0.149405,-0.213993,0.025308,0.125906,0.042977,0.15085,0.102031,0.157,0.109862,-0.216247,-0.020088,0.098691,-0.028107,0.014253,0.1992,-0.069488,0.181639,0.037547,0.155016,-0.147238,-0.115714,-0.306805,0.063374,-0.003001,0.222899,0.027874,0.0941,-0.101138,0.17909,0.016273,-0.142719,0.125145,0.042836,0.223012,-0.211497,-0.004875,0.124303,0.046784,0.031991,0.157255,0.244921,-0.050883,0.059566,0.14359,-0.027281,0.111132,0.249588,-0.364922,0.103636,-0.24633,-0.152061,-0.184409,0.155039
sfnwmrda1023964_session_1_rest_1.nii.gz,8[?],0.060618,-0.172393,-0.168222,0.371531,0.163029,-0.06569,0.169355,-0.094748,0.254036,-0.199052,-0.064489,-0.162997,-0.165673,-0.258272,-0.002223,0.200542,0.180662,0.314837,-0.06316,0.102113,0.06749,-0.197519,-0.080339,0.313685,-0.066554,-0.015664,-0.124763,0.205036,-0.083698,0.220512,-0.14148,0.45184,0.000578,0.007029,-0.26792,-0.196305,0.003237,0.319345,0.079993,0.050927,-0.059771,0.194883,-0.059085,-0.247741,-0.018654,0.294891,-0.432494,0.269431,-0.245439,0.329524,0.276242,0.035984,0.214346,0.157352,0.087179,0.126253,0.05061,0.231807,0.278328,-0.033506,-0.008947,-0.09551,0.10216,-0.42792,0.191088,-0.037523,-0.101637,0.037489,-0.117682,-0.031415,0.057369,-0.07413,0.130027,-0.211665,-0.048079,0.079761,-0.152474,-0.143991,-0.070062,0.046726,-0.198913,0.199438,-0.408445,-0.104452,0.614912,-0.099954,0.161962,0.221858,0.112728,0.23401,-0.330285,-0.060811,0.181707,0.04246,0.185033,-0.103683,0.097594,-0.091615,-0.0714,0.190821,-0.051853,-0.21521,-0.324353,-0.098435,0.007933,0.086647,0.030142,-0.169169,0.081036,-0.017226,0.164219,-0.176707,0.042288,-0.132373,0.24513,-0.164913,-0.037377,-0.047988,-0.084419,0.166404,-0.231124,0.262649,0.064953,-0.191537,-0.04844,0.25936,0.318886,0.121982,0.130924,-0.089101,0.222027,0.361574,-0.187182,-0.292743,0.08001,0.153328,0.355692,-0.21021,-0.174279,0.048782,0.147109,0.075635,0.148094,0.093238,0.104949,0.202016,-0.167782,0.009097,0.102773,0.006933,0.019648,0.213443,-0.047117,0.239198,0.044564,0.242821,-0.146606,-0.102498,-0.325379,0.12535,-0.009288,0.269606,0.047252,0.044243,-0.039122,0.091768,0.04437,-0.084105,0.061987,0.009425,0.144179,-0.193763,-0.082581,0.192391,0.067098,0.136315,0.113357,0.265695,-0.037874,0.086688,0.107587,0.00608,0.070465,0.269407,-0.268135,0.082041,-0.217031,-0.243589,-0.179043,0.24783
sfnwmrda1023964_session_1_rest_1.nii.gz,9[?],0.12936,-0.17979,-0.192334,0.303685,0.109405,-0.063779,0.145802,-0.078399,0.176509,-0.118186,0.029938,-0.133482,-0.160643,-0.165181,0.000439,0.218699,0.206081,0.306721,-0.104093,0.031558,0.060169,-0.106611,-0.076603,0.234639,-0.074232,-0.01992,-0.178943,0.19255,-0.096565,0.165354,-0.107756,0.40441,0.098919,0.055087,-0.266121,-0.099333,0.036363,0.26527,0.050584,0.026935,-0.023223,0.192091,-0.022532,-0.229795,0.011365,0.295245,-0.28956,0.248796,-0.291733,0.268957,0.223799,0.033771,0.172985,0.220368,0.082348,0.121017,0.010587,0.155746,0.212106,-0.01181,0.03059,-0.174979,0.094874,-0.352004,0.158079,-0.036231,-0.054621,0.027733,-0.166796,0.01697,0.091491,-0.072101,0.128132,-0.240906,-0.018676,0.062699,-0.165317,-0.186009,-0.097873,0.011802,-0.117011,0.240287,-0.369128,-0.05678,0.49053,-0.100915,0.129117,0.113727,0.090399,0.296548,-0.303427,-0.028723,0.161535,0.053176,0.204494,-0.129717,0.10493,-0.114877,0.004458,0.191902,-0.005778,-0.18618,-0.223081,-0.067713,-0.028044,-0.025278,0.02818,-0.122267,0.085529,-0.043026,0.102952,-0.028949,0.021127,-0.092547,0.236961,-0.101135,-0.041083,-0.038729,-0.061309,0.02718,-0.215926,0.178353,0.044568,-0.210386,-0.059735,0.158597,0.370269,0.099213,0.113999,-0.125526,0.224812,0.277983,-0.189524,-0.240683,0.099022,0.125857,0.333135,-0.253678,-0.125476,0.066403,0.169005,0.091884,0.131123,0.067371,0.022894,0.226066,-0.067444,0.023893,0.077978,0.061257,-0.025556,0.182224,-0.077409,0.218201,0.054837,0.278307,-0.106702,-0.054991,-0.242891,0.158483,-0.034783,0.290168,0.100957,-0.02539,-0.0181,-0.01012,0.050857,-0.01099,-0.011765,-0.034087,0.070453,-0.105024,-0.139352,0.185546,0.054006,0.160199,0.076006,0.220248,-0.013298,0.104066,0.060346,0.032456,-0.000671,0.236204,-0.110907,0.051783,-0.142073,-0.289016,-0.144372,0.232041
